lemma,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,sum,wpm
[FRIEND],23.0,13.0,12.0,16.0,18.0,24.0,18.0,17.0,11.0,9.0,8.0,12.0,13.0,8.0,4.0,12.0,9.0,10.0,3.0,240.0,2.1052631578947367
[CONSIDERATION],10.0,6.0,4.0,7.0,8.0,12.0,5.0,14.0,14.0,16.0,25.0,21.0,30.0,14.0,22.0,12.0,6.0,9.0,4.0,239.0,2.0964912280701755
[COLOR],16.0,24.0,18.0,21.0,7.0,15.0,22.0,8.0,9.0,12.0,8.0,22.0,17.0,2.0,16.0,2.0,9.0,4.0,3.0,235.0,2.06140350877193
[PERMISSION],5.0,10.0,8.0,9.0,6.0,5.0,7.0,10.0,11.0,9.0,12.0,11.0,18.0,20.0,10.0,20.0,19.0,15.0,29.0,234.0,2.0526315789473686
[FORCE],20.0,13.0,22.0,27.0,24.0,15.0,10.0,16.0,10.0,13.0,11.0,8.0,7.0,3.0,9.0,6.0,12.0,6.0,2.0,234.0,2.0526315789473686
[REST],12.0,14.0,15.0,10.0,10.0,23.0,6.0,11.0,14.0,18.0,15.0,9.0,16.0,10.0,10.0,16.0,7.0,12.0,5.0,233.0,2.043859649122807
[BOY],4.0,6.0,8.0,7.0,10.0,15.0,15.0,26.0,13.0,14.0,18.0,16.0,15.0,11.0,13.0,16.0,11.0,7.0,7.0,232.0,2.0350877192982457
[PIECE],4.0,13.0,5.0,13.0,11.0,12.0,17.0,10.0,16.0,14.0,17.0,13.0,23.0,10.0,14.0,11.0,8.0,8.0,11.0,230.0,2.017543859649123
[LAND],5.0,22.0,11.0,11.0,10.0,10.0,12.0,16.0,14.0,8.0,10.0,13.0,22.0,12.0,18.0,18.0,8.0,2.0,5.0,227.0,1.9912280701754386
[CONSENT],18.0,24.0,27.0,13.0,24.0,13.0,12.0,10.0,11.0,8.0,13.0,7.0,9.0,12.0,3.0,7.0,7.0,1.0,8.0,227.0,1.9912280701754386
[SMILE],7.0,6.0,3.0,4.0,4.0,4.0,5.0,2.0,11.0,8.0,10.0,10.0,14.0,17.0,16.0,20.0,30.0,18.0,38.0,227.0,1.9912280701754386
[MIND],21.0,23.0,24.0,15.0,22.0,14.0,16.0,15.0,5.0,12.0,7.0,7.0,8.0,10.0,6.0,7.0,5.0,6.0,0.0,223.0,1.956140350877193
[WATER],6.0,11.0,9.0,18.0,18.0,15.0,12.0,15.0,13.0,16.0,14.0,7.0,15.0,7.0,9.0,15.0,5.0,9.0,7.0,221.0,1.9385964912280702
[EXPLANATION],15.0,20.0,13.0,13.0,10.0,13.0,10.0,12.0,7.0,11.0,11.0,10.0,22.0,9.0,12.0,8.0,9.0,8.0,7.0,220.0,1.9298245614035088
[FATHER],17.0,20.0,12.0,12.0,13.0,15.0,12.0,13.0,8.0,16.0,12.0,9.0,9.0,5.0,6.0,10.0,7.0,15.0,9.0,220.0,1.9298245614035088
[VOTE],11.0,19.0,48.0,19.0,12.0,20.0,9.0,10.0,8.0,2.0,10.0,9.0,11.0,3.0,14.0,7.0,2.0,2.0,3.0,219.0,1.9210526315789473
[OFFENSE],34.0,20.0,19.0,29.0,15.0,14.0,8.0,11.0,13.0,9.0,7.0,6.0,3.0,4.0,3.0,5.0,9.0,6.0,2.0,217.0,1.9035087719298245
[TITLE],22.0,16.0,17.0,12.0,9.0,10.0,15.0,12.0,16.0,8.0,14.0,5.0,12.0,12.0,7.0,10.0,6.0,11.0,2.0,216.0,1.894736842105263
[HOUSE],10.0,17.0,11.0,7.0,16.0,15.0,12.0,16.0,13.0,17.0,10.0,9.0,8.0,7.0,15.0,5.0,13.0,8.0,7.0,216.0,1.894736842105263
[LECTURE],5.0,3.0,5.0,13.0,12.0,7.0,9.0,6.0,11.0,4.0,11.0,13.0,21.0,16.0,16.0,24.0,16.0,11.0,12.0,215.0,1.8859649122807018
