lemma,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,sum,wpm
[POINT],7.0,14.0,16.0,13.0,10.0,6.0,9.0,10.0,10.0,14.0,15.0,7.0,16.0,14.0,9.0,11.0,26.0,16.0,16.0,239.0,2.0964912280701755
[SHARE],12.0,21.0,17.0,25.0,14.0,18.0,13.0,22.0,12.0,14.0,6.0,20.0,5.0,3.0,9.0,8.0,9.0,4.0,7.0,239.0,2.0964912280701755
[DELIGHT],19.0,13.0,17.0,23.0,16.0,23.0,8.0,25.0,7.0,18.0,13.0,11.0,11.0,4.0,7.0,8.0,5.0,4.0,7.0,239.0,2.0964912280701755
[EXAMPLE],15.0,12.0,14.0,15.0,6.0,16.0,7.0,9.0,10.0,13.0,18.0,12.0,22.0,6.0,17.0,17.0,8.0,17.0,3.0,237.0,2.0789473684210527
[LAW],14.0,14.0,12.0,24.0,17.0,16.0,12.0,16.0,17.0,10.0,12.0,18.0,7.0,8.0,14.0,1.0,15.0,2.0,8.0,237.0,2.0789473684210527
[STATE],16.0,22.0,15.0,12.0,12.0,13.0,15.0,17.0,9.0,6.0,14.0,8.0,14.0,6.0,18.0,13.0,10.0,6.0,10.0,236.0,2.0701754385964914
[SCHOOL],6.0,5.0,5.0,7.0,9.0,9.0,8.0,11.0,14.0,11.0,11.0,9.0,14.0,17.0,16.0,18.0,18.0,21.0,26.0,235.0,2.06140350877193
[CAR],0.0,0.0,2.0,4.0,6.0,17.0,5.0,7.0,18.0,4.0,6.0,23.0,23.0,13.0,25.0,21.0,20.0,30.0,10.0,234.0,2.0526315789473686
[PUBLIC],14.0,12.0,17.0,13.0,9.0,9.0,15.0,20.0,17.0,10.0,11.0,10.0,9.0,11.0,13.0,7.0,11.0,20.0,6.0,234.0,2.0526315789473686
[BATH],0.0,4.0,0.0,6.0,3.0,10.0,7.0,10.0,23.0,14.0,11.0,16.0,21.0,24.0,16.0,25.0,9.0,18.0,17.0,234.0,2.0526315789473686
[MOMENT],14.0,13.0,11.0,5.0,9.0,10.0,9.0,6.0,8.0,6.0,6.0,13.0,8.0,8.0,17.0,13.0,13.0,13.0,49.0,231.0,2.026315789473684
[LOT],1.0,3.0,1.0,2.0,2.0,5.0,4.0,4.0,11.0,15.0,9.0,13.0,29.0,16.0,16.0,23.0,24.0,24.0,27.0,229.0,2.008771929824561
[STOCK],1.0,2.0,4.0,7.0,6.0,13.0,10.0,5.0,22.0,25.0,16.0,32.0,20.0,11.0,14.0,4.0,10.0,8.0,16.0,226.0,1.9824561403508771
