textID,  # words  ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
171217, 188 ,MAG,1947,Dothig Dew,,Time Magazine: 1947/12/22,,n
171218, 235 ,MAG,1947,Safer Narcotic,,Time Magazine: 1947/12/22,,n
171219, 366 ,MAG,1947,Doom in Chicago,,Time Magazine: 1947/12/22,,n
171220, 267 ,MAG,1947,Fight Talk,,Time Magazine: 1947/12/22,,n
171221, 363 ,MAG,1947,"'I'm a Man, Huh?'",,Time Magazine: 1947/12/22,,n
171222, 305 ,MAG,1947,Strike Fast,,Time Magazine: 1947/12/22,,n
259219, 62 ,MAG,1947,Father & Son,,Time Magazine: 1947/02/03,,n
259220, 155 ,MAG,1947,Rule of Reason,,Time Magazine: 1947/02/03,,n
259221, 462 ,MAG,1947,Spring Flower,,Time Magazine: 1947/02/03,,n
259222, 505 ,MAG,1947,'LEAST ABHORRENT CHOICE',,Time Magazine: 1947/02/03,,n
259223, 441 ,MAG,1947,Double Trouble,,Time Magazine: 1947/02/03,,n
259224, 505 ,MAG,1947,Congress' Week,,Time Magazine: 1947/02/03,,n
259329, 274 ,MAG,1947,Imperfect Unions,,Time Magazine: 1947/03/10,,n
259330, 476 ,MAG,1947,Shorty,,Time Magazine: 1947/03/10,,n
259331, 297 ,MAG,1947,The Poor Ones?,,Time Magazine: 1947/03/10,,n
259332, 434 ,MAG,1947,Swing Left,,Time Magazine: 1947/03/10,,n
260316, 444 ,MAG,1947,Coping with History,,Time Magazine: 1947/03/24,,n
260317, 153 ,MAG,1947,"'Princes, Take Warning!'",,Time Magazine: 1947/03/24,,n
260318, 526 ,MAG,1947,The Blue-Chip Game,,Time Magazine: 1947/03/24,,n
260319, 154 ,MAG,1947,A Crash in Grain?,,Time Magazine: 1947/03/24,,n
260320, 111 ,MAG,1947,Take a Wire,,Time Magazine: 1947/03/24,,n
260321, 140 ,MAG,1947,Cheaper Steel,,Time Magazine: 1947/03/24,,n
260322, 374 ,MAG,1947,[Milestones],,Time Magazine: 1947/03/24,,n
260323, 486 ,MAG,1947,The Oscars,,Time Magazine: 1947/03/24,,n
260324, 468 ,MAG,1947,New Picture,,Time Magazine: 1947/03/24,,n
260325, 517 ,MAG,1947,Also Showing,,Time Magazine: 1947/03/24,,n
260326, 105 ,MAG,1947,CURRENT & CHOICE,,Time Magazine: 1947/03/24,,n
260327, 266 ,MAG,1947,"Good Money, Bad Novel",,Time Magazine: 1947/03/24,,n
260328, 380 ,MAG,1947,Henry Doesn't Live Here,,Time Magazine: 1947/03/24,,n
260329, 441 ,MAG,1947,If Hitler Had Won,,Time Magazine: 1947/03/24,,n
260414, 536 ,MAG,1947,[A Letter From The Publisher],,Time Magazine: 1947/08/11,,n
260415, 529 ,MAG,1947,Poor Mr. Thurston,,Time Magazine: 1947/08/11,,n
260416, 343 ,MAG,1947,Reach Abroad,,Time Magazine: 1947/08/11,,n
260417, 470 ,MAG,1947,Pay Dirt,,Time Magazine: 1947/08/11,,n
260418, 471 ,MAG,1947,Model in Reverse,,Time Magazine: 1947/08/11,,n
260419, 207 ,MAG,1947,Life for a Snob,,Time Magazine: 1947/08/11,,n
260420, 522 ,MAG,1947,Sugar-Bowl Migrants,,Time Magazine: 1947/08/11,,n
260421, 480 ,MAG,1947,Firing Commences,,Time Magazine: 1947/08/11,,n
260422, 481 ,MAG,1947,One-to-Five,,Time Magazine: 1947/08/11,,n
260423, 416 ,MAG,1947,The Red Tide,,Time Magazine: 1947/08/11,,n
260424, 120 ,MAG,1947,More Brass,,Time Magazine: 1947/08/11,,n
260425, 160 ,MAG,1947,"No Meat, No Drink",,Time Magazine: 1947/08/11,,n
260426, 370 ,MAG,1947,Perilous Veto,,Time Magazine: 1947/08/11,,n
260427, 357 ,MAG,1947,'Cease Forthwith',,Time Magazine: 1947/08/11,,n
260514, 532 ,MAG,1947,'He Died a Martyr',,Time Magazine: 1947/09/01,,n
260515, 404 ,MAG,1947,Resistance,,Time Magazine: 1947/09/01,,n
260516, 494 ,MAG,1947,Meet the Folks,,Time Magazine: 1947/09/01,,n
260517, 191 ,MAG,1947,Americana,,Time Magazine: 1947/09/01,,n
260518, 158 ,MAG,1947,Forrestal's Lieutenants,,Time Magazine: 1947/09/01,,n
260519, 406 ,MAG,1947,The Rain Makers,,Time Magazine: 1947/09/01,,n
260520, 499 ,MAG,1947,Tough Years Ahead,,Time Magazine: 1947/09/01,,n
260521, 221 ,MAG,1947,Tribute,,Time Magazine: 1947/09/01,,n
260522, 421 ,MAG,1947,The Inscrutable Americans,,Time Magazine: 1947/09/01,,n
260523, 232 ,MAG,1947,Of Mules & Men,,Time Magazine: 1947/09/01,,n
260524, 473 ,MAG,1947,'In Palestine or Never',,Time Magazine: 1947/09/01,,n
260525, 68 ,MAG,1947,"Apocalypse, Up-to-Date",,Time Magazine: 1947/09/01,,n
260526, 271 ,MAG,1947,No Compliments,,Time Magazine: 1947/09/01,,n
260527, 504 ,MAG,1947,A Clock for Fiumicino,,Time Magazine: 1947/09/01,,n
260614, 371 ,MAG,1947,"Very Funny, Very Sad",,Time Magazine: 1947/11/17,,n
260615, 147 ,MAG,1947,Doped at Birth,,Time Magazine: 1947/11/17,,n
260616, 214 ,MAG,1947,Ether for Diabetics,,Time Magazine: 1947/11/17,,n
260617, 456 ,MAG,1947,"How Am I, Doctor?",,Time Magazine: 1947/11/17,,n
181294, 513 ,MAG,1947,Boom In the Backlands,,Time Magazine: 1947/04/07,,n
181295, 151 ,MAG,1947,Friendly Visit,,Time Magazine: 1947/04/07,,n
181296, 372 ,MAG,1947,A Kiss for the Bull,,Time Magazine: 1947/04/07,,n
181297, 236 ,MAG,1947,A Kick for the Reds,,Time Magazine: 1947/04/07,,n
181298, 489 ,MAG,1947,Moneymaker,,Time Magazine: 1947/04/07,,n
181299, 167 ,MAG,1947,Vacation in the South,,Time Magazine: 1947/04/07,,n
181300, 495 ,MAG,1947,[People],,Time Magazine: 1947/04/07,,n
181301, 423 ,MAG,1947,Worried Master,,Time Magazine: 1947/04/07,,n
181388, 444 ,MAG,1947,The Cup Stays Here,,Time Magazine: 1947/09/08,,n
181389, 83 ,MAG,1947,Free Swinger,,Time Magazine: 1947/09/08,,n
181390, 277 ,MAG,1947,No. 5,,Time Magazine: 1947/09/08,,n
181391, 492 ,MAG,1947,Western Dream,,Time Magazine: 1947/09/08,,n
181392, 328 ,MAG,1947,Death in a Tent,,Time Magazine: 1947/09/08,,n
181393, 208 ,MAG,1947,More of the Same,,Time Magazine: 1947/09/08,,n
181394, 570 ,MAG,1947,Aces Up,,Time Magazine: 1947/09/08,,n
181395, 303 ,MAG,1947,First Since Hitler,,Time Magazine: 1947/09/08,,n
226877, 488 ,MAG,1947,The Stylocrats,,Time Magazine: 1947/08/18,,n
226878, 217 ,MAG,1947,Follow that Spoor,,Time Magazine: 1947/08/18,,n
226879, 260 ,MAG,1947,Are You With It?,,Time Magazine: 1947/08/18,,n
226880, 257 ,MAG,1947,So Young to Die,,Time Magazine: 1947/08/18,,n
226881, 375 ,MAG,1947,State Fair,,Time Magazine: 1947/08/18,,n
226882, 270 ,MAG,1947,Boom Behind Bars,,Time Magazine: 1947/08/18,,n
226883, 218 ,MAG,1947,At This Same Time Tomorrow..,,Time Magazine: 1947/08/18,,n
226884, 430 ,MAG,1947,Partygoers1 Wit,,Time Magazine: 1947/08/18,,n
226885, 366 ,MAG,1947,The Last Threshold,,Time Magazine: 1947/08/18,,n
487839," 3,508 ",MAG,1947,Editorials,,"The Nation: 10/25/1947, Vol. 165 Issue 17, p431-435, 4p",,n
487841," 2,672 ",MAG,1947,Palestine and World Peace,"Welles, Sumner","The Nation: 10/25/1947, Vol. 165 Issue 17, p439-441, 4p",,n
487790," 1,695 ",MAG,1947,Fiction in Review,"Trilling, Diana","The Nation: 10/25/1947, Vol. 165 Issue 17, p452-454, 3p",,n
487469," 3,893 ",MAG,1947,Editorials,"Kirchwey, Freda","The Nation: 12/20/1947, Vol. 165 Issue 25, p663-667, 5p",,n
487470," 2,582 ",MAG,1947,Orpheus Bound,"Smart, Mary<BR>Pox, Muriel","The Nation: 12/20/1947, Vol. 165 Issue 25, p670-672, 3p",,n
487471," 3,027 ",MAG,1947,The Palestine Fight-an Inside Story,"Shultz, Lillie","The Nation: 12/20/1947, Vol. 165 Issue 25, p675-678, 4p",,n
487472," 3,412 ",MAG,1947,Editorials,"Kirchway, Freda","The Nation: 12/13/1947, Vol. 165 Issue 24, p635-639, 5p",,n
487474," 2,782 ",MAG,1947,America-1947,"Laski, Harold J.","The Nation: 12/13/1947, Vol. 165 Issue 24, p641-644, 4p",,n
487475," 1,711 ",MAG,1947,Negroes at U. N.'s Door,"Mezerik, A. G.","The Nation: 12/13/1947, Vol. 165 Issue 24, p644-646, 3p",,n
487476," 1,861 ",MAG,1947,Jinnah's New Republic,"Roth, Andrew","The Nation: 12/13/1947, Vol. 165 Issue 24, p647-649, 3p",,n
487479," 3,572 ",MAG,1947,Editorials,"Kirchwey, Freda","The Nation: 12/6/1947, Vol. 165 Issue 23, p607-611, 5p",,n
487484," 1,637 ",MAG,1947,London Newsreel,"Vallance, Aylmer","The Nation: 12/6/1947, Vol. 165 Issue 23, p617-619, 3p",,n
487485," 1,668 ",MAG,1947,Making the Record Clear,"Hamilton, Thomas J.","The Nation: 12/6/1947, Vol. 165 Issue 23, p624-626, 3p",,n
487486, 823 ,MAG,1947,Boston as Symbol,"Miller, Perry","The Nation: 12/6/1947, Vol. 165 Issue 23, p624-623, 5/4p",,n
487488," 3,208 ",MAG,1948,Editorials,,"The Nation: 12/25/1948, Vol. 167 Issue 26, p709-713, 5p",,n
487489," 1,483 ",MAG,1948,Afterthoughts on the Election,"Sancton, Thomas","The Nation: 12/25/1948, Vol. 167 Issue 26, p713-715, 3p",,n
487491," 2,230 ",MAG,1948,How to End the Greek Tragedy,"Sofianopoulos, J. A.","The Nation: 12/25/1948, Vol. 167 Issue 26, p715-718, 4p",,n
487492," 2,299 ",MAG,1948,Israel at First Glance,"Kirchwey, Freda","The Nation: 12/25/1948, Vol. 167 Issue 26, p718-720, 3p",,n
487493," 1,989 ",MAG,1948,The People's Archbishop,"Hutchison, Keith","The Nation: 12/25/1948, Vol. 167 Issue 26, p727-729, 3p",,n
487500," 1,530 ",MAG,1948,Letters to the Editors,"Arnold, G. L.<BR>Davis, Robert Gorham<BR>Humphries, Rolfe<BR>Dillon, George<BR>Humphries, Rolfe<BR>D","The Nation: 12/25/1948, Vol. 167 Issue 26, p735-737, 3p",,n
487501," 3,629 ",MAG,1948,Editorials,,"The Nation: 12/18/1948, Vol. 167 Issue 25, p681-685, 5p",,n
487502," 1,491 ",MAG,1948,De Gaulle in 1949?,"del Vayo, J. Alvarez","The Nation: 12/18/1948, Vol. 167 Issue 25, p686-688, 3p",,n
487503," 2,150 ",MAG,1948,Pay-Off on Palestine,"Shultz, Lillie","The Nation: 12/18/1948, Vol. 167 Issue 25, p688-690, 3p",,n
487504," 2,233 ",MAG,1948,Muscle-bound America,"Mezerik, A. G.","The Nation: 12/18/1948, Vol. 167 Issue 25, p696-698, 3p",,n
487505," 2,232 ",MAG,1948,Two American Painters,"Rowland Jr., Benjamin","The Nation: 12/18/1948, Vol. 167 Issue 25, p699-701, 3p",,n
487834," 2,962 ",MAG,1948,Editorials,,"The Nation: 10/30/1948, Vol. 167 Issue 18, p477-480, 3p",,n
487835," 1,945 ",MAG,1948,Journey Among Creeds,"Kirchwey, Freda","The Nation: 10/30/1948, Vol. 167 Issue 18, p482-484, 3p",,n
487836," 1,801 ",MAG,1948,The Key Congressional Races,"Bendiner, Robert","The Nation: 10/30/1948, Vol. 167 Issue 18, p484-486, 3p",,n
487837," 1,535 ",MAG,1948,McCormick's Boys Are Worried,"Lasch, Robert","The Nation: 10/30/1948, Vol. 167 Issue 18, p487-489, 3p",,n
487838," 1,703 ",MAG,1948,The Amazing Mr. Humphrey,"Morison, Bradley L.","The Nation: 10/30/1948, Vol. 167 Issue 18, p489-491, 3p",,n
226972, 269 ,MAG,1948,After 15 Years,,Time Magazine: 1948/03/08,,n
226973, 454 ,MAG,1948,Circles toward Monday,,Time Magazine: 1948/03/08,,n
226974, 502 ,MAG,1948,Facts a la Tartare,,Time Magazine: 1948/03/08,,n
226975, 383 ,MAG,1948,Yes and No and Maybe,,Time Magazine: 1948/03/08,,n
226976, 307 ,MAG,1948,"The $22,500 Footsteps",,Time Magazine: 1948/03/08,,n
226977, 207 ,MAG,1948,Forecast,,Time Magazine: 1948/03/08,,n
226978, 93 ,MAG,1948,Program Preview,,Time Magazine: 1948/03/08,,n
226979, 452 ,MAG,1948,Faith for a Lenten Age,,Time Magazine: 1948/03/08,,n
226980, 489 ,MAG,1948,Fighting the Cocks,,Time Magazine: 1948/03/08,,n
226981, 305 ,MAG,1948,Soaring Ambition,,Time Magazine: 1948/03/08,,n
226982, 159 ,MAG,1948,Boys Will Be Savages,,Time Magazine: 1948/03/08,,n
226983, 148 ,MAG,1948,Where Else?,,Time Magazine: 1948/03/08,,n
226984, 257 ,MAG,1948,Minneapolis on Strike,,Time Magazine: 1948/03/08,,n
226985, 494 ,MAG,1948,Prophet on a Trapeze,,Time Magazine: 1948/03/08,,n
227072, 436 ,MAG,1948,Everything but Simplicity,,Time Magazine: 1948/11/08,,n
227073, 472 ,MAG,1948,The Outward Signs,,Time Magazine: 1948/11/08,,n
227074, 227 ,MAG,1948,Birds Eye View,,Time Magazine: 1948/11/08,,n
227075, 354 ,MAG,1948,[Miscellany],,Time Magazine: 1948/11/08,,n
227076, 449 ,MAG,1948,[Letters],,Time Magazine: 1948/11/15,,n
227077, 360 ,MAG,1948,[Miscellany],,Time Magazine: 1948/11/15,,n
227078, 351 ,MAG,1948,The Decision,,Time Magazine: 1948/11/15,,n
227079, 498 ,MAG,1948,'The Most Wonderful Thing',,Time Magazine: 1948/11/15,,n
227080, 321 ,MAG,1948,Explanations,,Time Magazine: 1948/11/15,,n
227081, 506 ,MAG,1948,Crossfire,,Time Magazine: 1948/11/15,,n
227082, 285 ,MAG,1948,There'll Be Some Changes,,Time Magazine: 1948/11/15,,n
227083, 399 ,MAG,1948,Men at Work,,Time Magazine: 1948/11/15,,n
227084, 443 ,MAG,1948,"New Jobs, Old Faces",,Time Magazine: 1948/11/15,,n
227085, 490 ,MAG,1948,Face of the Victor,,Time Magazine: 1948/11/15,,n
227172, 339 ,MAG,1948,Black Magician,,Time Magazine: 1948/11/22,,n
227173, 419 ,MAG,1948,Time Out,,Time Magazine: 1948/11/22,,n
227174, 341 ,MAG,1948,Last Exit,,Time Magazine: 1948/11/22,,n
227175, 386 ,MAG,1948,Bonanza Revisited,,Time Magazine: 1948/11/22,,n
227176, 486 ,MAG,1948,[People],,Time Magazine: 1948/11/22,,n
227177, 253 ,MAG,1948,New Commentator,,Time Magazine: 1948/11/22,,n
227178, 189 ,MAG,1948,All-Day Looker,,Time Magazine: 1948/11/22,,n
227179, 168 ,MAG,1948,Network on the Way,,Time Magazine: 1948/11/22,,n
227180, 107 ,MAG,1948,Program Preview,,Time Magazine: 1948/11/22,,n
227181, 242 ,MAG,1948,Milkman's Comet,,Time Magazine: 1948/11/22,,n
227182, 303 ,MAG,1948,Antibiotic for Plants,,Time Magazine: 1948/11/22,,n
227183, 168 ,MAG,1948,Back to Earth,,Time Magazine: 1948/11/22,,n
227184, 543 ,MAG,1948,I Gotta Be a Showman,,Time Magazine: 1948/11/22,,n
227185, 121 ,MAG,1948,It's a What?,,Time Magazine: 1948/11/22,,n
227272, 155 ,MAG,1948,Reconversion,,Time Magazine: 1948/12/06,,n
227273, 453 ,MAG,1948,Are Patients People?,,Time Magazine: 1948/12/06,,n
227274, 446 ,MAG,1948,His Majesty's Foot,,Time Magazine: 1948/12/06,,n
227275, 157 ,MAG,1948,Drug for Drunks,,Time Magazine: 1948/12/06,,n
227276, 371 ,MAG,1948,[Milestones],,Time Magazine: 1948/12/06,,n
227277, 533 ,MAG,1948,The Headline Hunters,,Time Magazine: 1948/12/06,,n
227278, 541 ,MAG,1948,Arkansas Teetotaler,,Time Magazine: 1948/12/06,,n
227279, 402 ,MAG,1948,Abe Weatherwise,,Time Magazine: 1948/12/06,,n
227280, 217 ,MAG,1948,90-Day Wonder,,Time Magazine: 1948/12/06,,n
227281, 96 ,MAG,1948,Unhappy Birthday,,Time Magazine: 1948/12/06,,n
227282, 546 ,MAG,1948,New Plays in Manhattan,,Time Magazine: 1948/12/06,,n
227283, 193 ,MAG,1948,Bundles for U.S.A,,Time Magazine: 1948/12/06,,n
227284, 313 ,MAG,1948,Co-Op Coup,,Time Magazine: 1948/12/06,,n
227285, 487 ,MAG,1948,The Old-Fashioned Way,,Time Magazine: 1948/12/06,,n
181687, 331 ,MAG,1948,Tears for the Valiant,,Time Magazine: 1948/03/22,,n
181688, 196 ,MAG,1948,Old Bedouin Custom,,Time Magazine: 1948/03/22,,n
181689, 235 ,MAG,1948,"'797,423'",,Time Magazine: 1948/03/22,,n
181690, 233 ,MAG,1948,Free & Fair,,Time Magazine: 1948/03/22,,n
181691, 282 ,MAG,1948,A Native Returns,,Time Magazine: 1948/03/22,,n
181692, 137 ,MAG,1948,Neighborhood Talk,,Time Magazine: 1948/03/22,,n
181693, 293 ,MAG,1948,Report to the Nation,,Time Magazine: 1948/03/22,,n
181694, 485 ,MAG,1948,[People],,Time Magazine: 1948/03/22,,n
181695, 464 ,MAG,1948,Hockey's Dirty Linen,,Time Magazine: 1948/03/22,,n
181696, 426 ,MAG,1948,Hoosier Hoopla,,Time Magazine: 1948/03/22,,n
181697, 260 ,MAG,1948,Schoolmasters,,Time Magazine: 1948/03/22,,n
181698, 95 ,MAG,1948,Over the Line,,Time Magazine: 1948/03/22,,n
181699, 286 ,MAG,1948,In the Fire,,Time Magazine: 1948/03/22,,n
181700, 519 ,MAG,1948,Good Musick,,Time Magazine: 1948/03/22,,n
181787, 89 ,MAG,1948,The Value of Prayer,,Time Magazine: 1948/03/29,,n
181788, 536 ,MAG,1948,The Bread & the Cup,,Time Magazine: 1948/03/29,,n
181789, 88 ,MAG,1948,God-Given Instrument,,Time Magazine: 1948/03/29,,n
181790, 250 ,MAG,1948,The Time Is Ripe,,Time Magazine: 1948/03/29,,n
181791, 499 ,MAG,1948,Wild Flowers,,Time Magazine: 1948/03/29,,n
181792, 159 ,MAG,1948,Squeezed,,Time Magazine: 1948/03/29,,n
181793, 65 ,MAG,1948,Speak Up,,Time Magazine: 1948/03/29,,n
181794, 310 ,MAG,1948,Back on the Beat,,Time Magazine: 1948/03/29,,n
181795, 282 ,MAG,1948,Notes of Triumph,,Time Magazine: 1948/03/29,,n
181796, 86 ,MAG,1948,Program Preview,,Time Magazine: 1948/03/29,,n
181797, 412 ,MAG,1948,Not Enough to Eat,,Time Magazine: 1948/03/29,,n
181798, 328 ,MAG,1948,Puddles of Blood,,Time Magazine: 1948/03/29,,n
181799, 210 ,MAG,1948,100 a Tooth,,Time Magazine: 1948/03/29,,n
181800, 232 ,MAG,1948,First & Last Look,,Time Magazine: 1948/03/29,,n
181886, 102 ,MAG,1948,Program Preview,,Time Magazine: 1948/08/10,,n
181887, 362 ,MAG,1948,[Milestones],,Time Magazine: 1948/08/10,,n
181888, 433 ,MAG,1948,Uneasy Peace,,Time Magazine: 1948/08/10,,n
181889, 108 ,MAG,1948,Hughes Buys,,Time Magazine: 1948/08/10,,n
260822, 251 ,MAG,1948,The Warmongers,,Time Magazine: 1948/10/11,,n
260823, 539 ,MAG,1948,Incident at the Widow Lehrte's,,Time Magazine: 1948/10/11,,n
260824, 459 ,MAG,1948,Watch on the Rhine,,Time Magazine: 1948/10/11,,n
260825, 345 ,MAG,1948,Outward Bound,,Time Magazine: 1948/10/11,,n
260826, 335 ,MAG,1948,Displaced Diplomats,,Time Magazine: 1948/10/11,,n
259419, 446 ,MAG,1948,New Revue in Manhattan,,Time Magazine: 1948/12/27,,n
259420, 215 ,MAG,1948,Loitering Polio,,Time Magazine: 1948/12/27,,n
259421, 218 ,MAG,1948,'Benign Nervousness',,Time Magazine: 1948/12/27,,n
259422, 186 ,MAG,1948,So You Won't Talk?,,Time Magazine: 1948/12/27,,n
259423, 319 ,MAG,1948,Good Humor Man,,Time Magazine: 1948/12/27,,n
259424, 461 ,MAG,1948,The Miracle of Dogpatch,,Time Magazine: 1948/12/27,,n
259425, 124 ,MAG,1948,"Curt, Clear . . ",,Time Magazine: 1948/12/27,,n
259426, 324 ,MAG,1948,Flight of the Comedians,,Time Magazine: 1948/12/27,,n
259427, 101 ,MAG,1948,Program Preview,,Time Magazine: 1948/12/27,,n
259428, 261 ,MAG,1948,Crossroads,,Time Magazine: 1948/12/27,,n
259429, 263 ,MAG,1948,Rumble of Revolution,,Time Magazine: 1948/12/27,,n
259430, 391 ,MAG,1948,How High?,,Time Magazine: 1948/12/27,,n
259431, 501 ,MAG,1948,Record Mixup,,Time Magazine: 1948/12/27,,n
259432, 534 ,MAG,1948,All in the Family,,Time Magazine: 1948/12/27,,n
261311, 498 ,MAG,1948,Punks,,Time Magazine: 1948/08/02,,n
261312, 204 ,MAG,1948,Off the Cuff,,Time Magazine: 1948/08/02,,n
261313, 254 ,MAG,1948,Americana,,Time Magazine: 1948/08/02,,n
261314, 349 ,MAG,1948,Creeping Death,,Time Magazine: 1948/08/02,,n
261315, 561 ,MAG,1948,It's More Fun to Know,,Time Magazine: 1948/08/02,,n
261316, 515 ,MAG,1948,Spurs to Action,,Time Magazine: 1948/08/02,,n
261317, 436 ,MAG,1948,INTERMEZZO,,Time Magazine: 1948/08/02,,n
261318, 547 ,MAG,1948,Hallucinations,,Time Magazine: 1948/08/02,,n
261319, 476 ,MAG,1948,Not 'Fine Pass Kerosene',,Time Magazine: 1948/08/02,,n
261320, 302 ,MAG,1948,The Noose Wins,,Time Magazine: 1948/08/02,,n
171311, 369 ,MAG,1948,[Milestones],,Time Magazine: 1948/01/05,,n
171312, 475 ,MAG,1948,The New Pictures,,Time Magazine: 1948/01/05,,n
171313, 286 ,MAG,1948,Also Showing,,Time Magazine: 1948/01/05,,n
171314, 144 ,MAG,1948,Current and Choice,,Time Magazine: 1948/01/05,,n
171315, 443 ,MAG,1948,Once upon a Time,,Time Magazine: 1948/01/05,,n
171316, 486 ,MAG,1948,Before the Harvest,,Time Magazine: 1948/01/05,,n
171317, 452 ,MAG,1948,Is Genius Enough?,,Time Magazine: 1948/01/05,,n
171318, 319 ,MAG,1948,Met at the Train,,Time Magazine: 1948/01/05,,n
171319, 255 ,MAG,1948,Left at the Pier,,Time Magazine: 1948/01/05,,n
171320, 363 ,MAG,1948,Early Licks,,Time Magazine: 1948/01/05,,n
171321, 88 ,MAG,1948,No Breath,,Time Magazine: 1948/01/05,,n
171322, 489 ,MAG,1948,Red-Star-Cross'd Lovers,,Time Magazine: 1948/01/05,,n
171409, 161 ,MAG,1948,Fever in Michigan,,Time Magazine: 1948/02/16,,n
171410, 72 ,MAG,1948,Wanted: An Eraser,,Time Magazine: 1948/02/16,,n
171411, 448 ,MAG,1948,In a Drawing Room,,Time Magazine: 1948/02/16,,n
171412, 309 ,MAG,1948,Ike Says Goodbye,,Time Magazine: 1948/02/16,,n
171413, 178 ,MAG,1948,Toward Merger,,Time Magazine: 1948/02/16,,n
171414, 360 ,MAG,1948,Snowdrop,,Time Magazine: 1948/02/16,,n
171415, 59 ,MAG,1948,New Step,,Time Magazine: 1948/02/16,,n
171416, 484 ,MAG,1948,Americana,,Time Magazine: 1948/02/16,,n
171417, 396 ,MAG,1948,The Children,,Time Magazine: 1948/02/16,,n
171418, 374 ,MAG,1948,96 Days to Go,,Time Magazine: 1948/02/16,,n
175417, 454 ,MAG,1948,[Letters],,Time Magazine: 1948/02/23,,n
175504, 433 ,MAG,1948,WHO'S WHO IN THE G.O.P.: DEWEY,,Time Magazine: 1948/04/05,,n
175505, 80 ,MAG,1948,Newcomer,,Time Magazine: 1948/04/05,,n
175506, 332 ,MAG,1948,Journey West,,Time Magazine: 1948/04/05,,n
175507, 512 ,MAG,1948,Down!,,Time Magazine: 1948/04/05,,n
175508, 524 ,MAG,1948,Panic,,Time Magazine: 1948/04/05,,n
175509, 312 ,MAG,1948,Cunning John,,Time Magazine: 1948/04/05,,n
175510, 308 ,MAG,1948,Lumps for the Left,,Time Magazine: 1948/04/05,,n
175511, 235 ,MAG,1948,'You Americans . . .',,Time Magazine: 1948/04/05,,n
175512, 159 ,MAG,1948,Gathering Rosebuds,,Time Magazine: 1948/04/05,,n
175513, 492 ,MAG,1948,Tragedy in Chungking,,Time Magazine: 1948/04/05,,n
175514, 473 ,MAG,1948,Americana,,Time Magazine: 1948/04/05,,n
175515, 526 ,MAG,1948,Captain of the Crags,,Time Magazine: 1948/04/05,,n
175516, 259 ,MAG,1948,Blood-Boiling Sympathy,,Time Magazine: 1948/04/05,,n
175517, 267 ,MAG,1948,Showdown,,Time Magazine: 1948/04/05,,n
175604, 428 ,MAG,1948,Commissar in San José,,Time Magazine: 1948/04/19,,n
175605, 307 ,MAG,1948,Off the Hook,,Time Magazine: 1948/04/19,,n
175606, 178 ,MAG,1948,The Great Compromiser,,Time Magazine: 1948/04/19,,n
175607, 225 ,MAG,1948,Death in the Wild,,Time Magazine: 1948/04/19,,n
175608, 171 ,MAG,1948,'Frankly Indecent',,Time Magazine: 1948/04/19,,n
175609, 521 ,MAG,1948,[People],,Time Magazine: 1948/04/19,,n
175610, 494 ,MAG,1948,Very Koussevitzky,,Time Magazine: 1948/04/19,,n
175611, 302 ,MAG,1948,Good Play,,Time Magazine: 1948/04/19,,n
175612, 276 ,MAG,1948,Opera Can Be Fun,,Time Magazine: 1948/04/19,,n
175613, 173 ,MAG,1948,The Winners,,Time Magazine: 1948/04/19,,n
175614, 175 ,MAG,1948,The Busy Air,,Time Magazine: 1948/04/19,,n
175615, 84 ,MAG,1948,Program Preview,,Time Magazine: 1948/04/19,,n
175616, 475 ,MAG,1948,The Shape of Man,,Time Magazine: 1948/04/19,,n
175617, 372 ,MAG,1948,New Jobs for Radioactivity,,Time Magazine: 1948/04/19,,n
175704, 313 ,MAG,1948,Critics in Baltimore,,Time Magazine: 1948/04/26,,n
175705, 202 ,MAG,1948,How High Is Up?,,Time Magazine: 1948/04/26,,n
175706, 243 ,MAG,1948,Harvard Gets a Woman,,Time Magazine: 1948/04/26,,n
175707, 262 ,MAG,1948,Down Payment,,Time Magazine: 1948/04/26,,n
175708, 517 ,MAG,1948,Housewarming,,Time Magazine: 1948/04/26,,n
175709, 142 ,MAG,1948,Peaceful Curb,,Time Magazine: 1948/04/26,,n
175710, 186 ,MAG,1948,Aloha,,Time Magazine: 1948/04/26,,n
175711, 324 ,MAG,1948,Facts & Figures,,Time Magazine: 1948/04/26,,n
175712, 401 ,MAG,1948,Revolution No. 2,,Time Magazine: 1948/04/26,,n
175713, 522 ,MAG,1948,Sing Out the News,,Time Magazine: 1948/04/26,,n
175714, 376 ,MAG,1948,[Milestones],,Time Magazine: 1948/04/26,,n
175715, 411 ,MAG,1948,Ozoners,,Time Magazine: 1948/04/26,,n
175716, 472 ,MAG,1948,The New Pictures,,Time Magazine: 1948/04/26,,n
175717, 138 ,MAG,1948,CURRENT & CHOICE,,Time Magazine: 1948/04/26,,n
175804, 514 ,MAG,1948,[A Letter From The Publisher],,Time Magazine: 1948/06/17,,n
175805, 481 ,MAG,1948,The Unendurable,,Time Magazine: 1948/06/17,,n
175806, 235 ,MAG,1948,New Cure for Restlessness,,Time Magazine: 1948/06/17,,n
175807, 163 ,MAG,1948,64 Roses,,Time Magazine: 1948/06/17,,n
175808, 256 ,MAG,1948,No Idler,,Time Magazine: 1948/06/17,,n
